season,RMSE,MAE,Bias,NRMSE
MONSOON,8.81915298461914,5.448000626564026,0.8573067879676819,0.7531189514376403
NON_MONSOON,4.192604970932007,1.592022819519043,-0.2590512478351593,1.8911832263246149
